index,latest_tsc,time_delta_ns,avg_occ,s_avg_occ,s_avg_occ_long,cpu
0,21077578466245942,626,71,65,64,28
1,21077578466248394,743,82,66,64,28
2,21077578466250432,617,92,67,64,28
3,21077578466252852,733,49,62,64,28
4,21077578466255034,661,77,66,64,28
5,21077578466257124,633,58,63,64,28
6,21077578466259160,616,73,65,64,28
7,21077578466261190,615,49,62,64,28
8,21077578466263222,615,80,66,64,28
9,21077578466265232,609,72,65,64,28
10,21077578466267240,608,51,62,64,28
11,21077578466269256,610,77,66,64,28
12,21077578466271480,673,50,62,64,28
13,21077578466273562,630,84,67,64,28
14,21077578466275618,623,83,66,64,28
15,21077578466277674,623,50,62,64,28
16,21077578466279716,618,77,66,64,28
17,21077578466281708,603,90,67,64,28
18,21077578466283704,604,46,62,64,28
19,21077578466285720,610,55,63,64,28
20,21077578466288008,693,59,63,64,28
21,21077578466290064,623,89,67,64,28
22,21077578466292096,615,67,65,64,28
23,21077578466294138,618,66,64,64,28
24,21077578466296222,631,72,65,64,28
25,21077578466298248,613,55,63,64,28
26,21077578466300312,625,75,66,64,28
27,21077578466302306,604,73,65,64,28
28,21077578466304498,664,62,64,64,28
29,21077578466306536,617,92,68,64,28
30,21077578466308632,635,77,66,65,28
31,21077578466310686,622,87,67,65,28
32,21077578466312732,620,59,64,65,28
33,21077578466314744,609,85,67,65,28
34,21077578466316762,611,65,65,65,28
35,21077578466318786,613,78,66,65,28
36,21077578466320978,664,67,65,65,28
37,21077578466323058,630,97,69,65,28
38,21077578466325108,621,59,64,65,28
39,21077578466327140,615,92,68,65,28
40,21077578466329170,615,77,66,65,28
41,21077578466331192,612,89,68,65,28
42,21077578466333220,614,56,64,65,28
43,21077578466335228,608,71,66,65,28
44,21077578466337412,661,33,61,65,28
45,21077578466339486,628,82,67,65,28
46,21077578466341538,621,86,68,65,28
47,21077578466343572,616,92,68,65,28
48,21077578466345598,613,39,62,65,28
49,21077578466347598,606,63,65,65,28
50,21077578466349608,609,59,64,65,28
51,21077578466351640,615,80,67,65,28
52,21077578466353904,686,75,66,65,28
53,21077578466355948,619,72,66,65,28
54,21077578466358044,635,84,67,65,28
55,21077578466360118,628,55,64,65,28
56,21077578466362152,616,58,64,65,28
57,21077578466364192,618,77,67,65,28
58,21077578466366228,616,59,64,65,28
59,21077578466368238,609,80,67,65,28
60,21077578466370428,663,64,65,65,28
61,21077578466372466,617,92,68,65,28
62,21077578466374544,629,61,65,65,28
63,21077578466376662,641,76,67,65,28
64,21077578466378748,632,63,65,65,28
65,21077578466380766,611,79,67,65,28
66,21077578466382774,608,76,67,65,28
67,21077578466384788,610,80,67,65,28
68,21077578466386982,664,45,63,65,28
69,21077578466389060,629,48,63,65,28
70,21077578466391110,621,81,67,65,28
71,21077578466393196,632,51,64,65,28
72,21077578466395234,617,89,68,65,28
73,21077578466397226,603,77,67,65,28
74,21077578466399276,621,87,68,66,28
75,21077578466401540,686,80,67,66,28
76,21077578466403744,667,65,65,66,28
77,21077578466405780,616,68,66,66,28
78,21077578466407844,625,70,66,66,28
79,21077578466409884,618,57,64,66,28
80,21077578466411952,626,45,63,65,28
81,21077578466413974,612,51,64,65,28
82,21077578466415990,610,37,62,65,28
83,21077578466418002,609,62,65,65,28
84,21077578466420178,659,61,65,65,28
85,21077578466422244,626,86,68,65,28
86,21077578466424290,620,71,66,65,28
87,21077578466426382,633,41,62,65,28
88,21077578466428424,618,66,65,65,28
89,21077578466430438,610,63,65,65,28
90,21077578466432440,606,80,67,65,28
91,21077578466434456,610,39,62,65,28
92,21077578466436642,662,46,63,65,28
93,21077578466438696,622,69,66,65,28
94,21077578466440728,615,59,64,65,28
95,21077578466442774,620,57,64,65,28
96,21077578466444836,624,49,63,65,28
97,21077578466446848,609,47,63,65,28
98,21077578466448858,609,57,64,65,28
99,21077578466450896,617,66,65,65,28
100,21077578466453150,683,48,63,65,28
101,21077578466455244,634,78,66,65,28
102,21077578466457292,620,51,63,65,28
103,21077578466459382,633,49,63,65,28
104,21077578466461448,626,51,63,65,28
105,21077578466463466,611,49,63,65,28
106,21077578466465468,606,62,64,65,28
107,21077578466467492,613,59,64,65,28
108,21077578466469676,661,57,64,65,28
109,21077578466471714,617,69,65,65,28
110,21077578466473754,618,75,66,65,28
111,21077578466475802,620,63,64,65,28
112,21077578466477882,630,56,63,65,28
113,21077578466479932,621,59,64,65,28
114,21077578466481966,616,76,66,65,28
115,21077578466484020,622,52,63,65,28
116,21077578466486212,664,61,64,65,28
117,21077578466488262,621,52,63,65,28
118,21077578466490306,619,53,63,64,28
119,21077578466492342,616,58,64,64,28
120,21077578466494368,613,45,62,64,28
121,21077578466496396,614,59,64,64,28
122,21077578466498426,615,82,66,64,28
123,21077578466500434,608,69,65,64,28
124,21077578466502608,658,55,63,64,28
125,21077578466504652,619,67,65,64,28
126,21077578466506742,633,88,67,64,28
127,21077578466508778,616,74,66,65,28
128,21077578466510816,617,68,65,65,28
129,21077578466512816,606,75,66,65,28
130,21077578466514810,604,72,65,65,28
131,21077578466516822,609,54,63,65,28
132,21077578466519010,663,33,61,64,28
133,21077578466521046,616,44,62,64,28
134,21077578466523072,613,51,63,64,28
