index,latest_tsc,time_delta_ns,avg_occ,s_avg_occ,s_avg_occ_long,cpu
0,21086853837184726,611,67,72,73,28
1,21086853837186750,613,69,72,73,28
2,21086853837188952,667,73,73,73,28
3,21086853837190990,617,100,76,73,28
4,21086853837193030,618,63,72,73,28
5,21086853837195094,625,91,75,73,28
6,21086853837197126,615,91,75,73,28
7,21086853837199134,608,33,68,73,28
8,21086853837201146,609,80,74,73,28
9,21086853837203150,607,87,75,73,28
10,21086853837205336,662,84,74,73,28
11,21086853837207370,616,56,71,73,28
12,21086853837209402,615,56,71,73,28
13,21086853837211442,618,68,72,73,28
14,21086853837213470,614,64,72,73,28
15,21086853837215470,606,78,74,73,28
16,21086853837217480,609,69,72,73,28
17,21086853837219518,617,76,73,73,28
18,21086853837221700,661,64,72,73,28
19,21086853837223770,627,101,76,73,28
20,21086853837225796,613,74,73,73,28
21,21086853837227860,625,82,74,73,28
22,21086853837229918,623,85,75,73,28
23,21086853837231936,611,83,74,73,28
24,21086853837233938,606,78,74,73,28
25,21086853837235952,610,62,72,73,28
26,21086853837238134,661,85,75,73,28
27,21086853837240220,632,67,72,73,28
28,21086853837242262,618,89,75,73,28
29,21086853837244298,616,86,75,73,28
30,21086853837246324,613,85,75,73,28
31,21086853837248342,611,60,72,73,28
32,21086853837250386,619,61,72,73,28
33,21086853837252434,620,87,75,73,28
34,21086853837254664,675,81,74,73,28
35,21086853837256706,618,66,72,73,28
36,21086853837258754,620,84,75,73,28
37,21086853837260780,613,92,76,73,28
38,21086853837262862,630,76,74,73,28
39,21086853837264866,607,87,75,73,28
40,21086853837266892,613,91,76,73,28
41,21086853837268910,611,86,75,74,28
42,21086853837271098,663,53,71,73,28
43,21086853837273134,616,101,77,74,28
44,21086853837275176,618,88,75,74,28
45,21086853837277222,620,68,73,74,28
46,21086853837279292,627,90,76,74,28
47,21086853837281340,620,66,73,74,28
48,21086853837283344,607,89,75,74,28
49,21086853837285386,618,80,74,74,28
50,21086853837287574,663,68,73,74,28
51,21086853837289628,622,100,77,74,28
52,21086853837291696,626,66,73,74,28
53,21086853837293732,616,45,70,74,28
54,21086853837295776,619,65,72,74,28
55,21086853837297774,605,53,71,74,28
56,21086853837299772,605,90,76,74,28
57,21086853837301790,611,86,75,74,28
58,21086853837304006,671,86,75,74,28
59,21086853837306076,627,93,76,74,28
60,21086853837308150,628,78,74,74,28
61,21086853837310176,613,55,71,74,28
62,21086853837312212,616,91,76,74,28
63,21086853837314210,605,64,72,74,28
64,21086853837316228,611,92,76,74,28
65,21086853837318262,616,77,74,74,28
66,21086853837320458,665,69,73,74,28
67,21086853837322514,623,86,75,74,28
68,21086853837324582,626,83,75,74,28
69,21086853837326612,615,47,70,74,28
70,21086853837328656,619,91,76,74,28
71,21086853837330654,605,92,76,74,28
72,21086853837332666,609,73,74,74,28
73,21086853837334672,607,85,75,74,28
74,21086853837336850,660,67,73,74,28
75,21086853837339294,740,73,74,74,28
76,21086853837341382,632,92,76,74,28
77,21086853837343428,620,62,72,74,28
78,21086853837345476,620,89,76,74,28
79,21086853837347476,606,91,76,74,28
80,21086853837349486,609,73,74,74,28
81,21086853837351614,644,69,73,74,28
82,21086853837353808,664,63,73,74,28
83,21086853837355830,612,80,75,74,28
84,21086853837357870,618,79,75,74,28
85,21086853837359930,624,89,76,74,28
86,21086853837361990,624,43,70,74,28
87,21086853837364022,615,79,74,74,28
88,21086853837366030,608,53,71,74,28
89,21086853837368042,609,92,76,74,28
90,21086853837370236,664,86,75,74,28
91,21086853837372286,621,79,75,74,28
92,21086853837374338,621,91,76,74,28
93,21086853837376380,618,79,75,74,28
94,21086853837378438,623,90,76,74,28
95,21086853837380452,610,88,76,74,28
96,21086853837382464,609,61,72,74,28
97,21086853837384482,611,84,75,74,28
98,21086853837386674,664,79,75,74,28
99,21086853837388740,626,92,76,74,28
100,21086853837390784,619,65,73,74,28
101,21086853837392860,629,42,70,74,28
102,21086853837394892,615,49,71,74,28
103,21086853837396906,610,58,72,74,28
104,21086853837398954,620,74,74,74,28
